Participant ID,gender,Level,Time,PosX,PosY,PosZ,Facing Angle
17,f,-1,43.37778,0.03674138,1.512795,-0.1218132,356.2209
17,f,-1,43.6,0.03507164,1.515759,-0.1239752,355.5713
17,f,-1,43.82222,0.0311296,1.520947,-0.1298223,352.1898
17,f,-1,44.04445,0.03240333,1.523133,-0.1404258,350.432
17,f,-1,44.26667,0.04078817,1.524131,-0.1450056,354.9097
17,f,-1,44.48889,0.05606752,1.523951,-0.1457093,8.858723
17,f,-1,44.71111,0.06015074,1.523355,-0.1442304,13.33504
17,f,-1,44.93333,0.04693563,1.52236,-0.137959,3.944234
17,f,-1,45.15556,0.03135014,1.520792,-0.1345952,351.996
17,f,-1,45.37778,0.03305712,1.520692,-0.1322649,352.3807
17,f,-1,45.6,0.03631637,1.519219,-0.1295917,353.2875
17,f,-1,45.82222,0.04042243,1.51807,-0.1260761,355.7283
17,f,-1,46.04445,0.04866303,1.51699,-0.1236422,2.281898
17,f,-1,46.26667,0.05400757,1.515429,-0.1200562,5.349853
17,f,-1,46.48889,0.05392173,1.514401,-0.1170797,4.678455
17,f,-1,46.71111,0.05072895,1.513138,-0.1136251,2.871319
17,f,-1,46.93333,0.04617838,1.513046,-0.111617,0.282829
17,f,-1,47.15556,0.04423798,1.513475,-0.1099838,359.6225
17,f,-1,47.37778,0.04386028,1.513298,-0.109805,359.5497
17,f,-1,47.6,0.043095,1.513557,-0.1107306,359.4272
17,f,-1,47.82222,0.04280538,1.514145,-0.112988,0.02666015
17,f,-1,48.04445,0.04485746,1.515949,-0.1148686,1.792565
17,f,-1,48.26667,0.04518658,1.516427,-0.1156249,1.04241
17,f,-1,48.48889,0.04594395,1.516469,-0.1174583,359.8661
17,f,-1,48.71111,0.04728136,1.517499,-0.1182904,358.9626
17,f,-1,48.93333,0.05508826,1.516246,-0.1163379,359.1934
17,f,-1,49.15556,0.0648791,1.515247,-0.1105943,358.8739
17,f,-1,49.37778,0.07191663,1.515203,-0.1023768,358.0799
17,f,-1,49.6,0.07686459,1.514978,-0.09566884,358.5387
17,f,-1,49.82222,0.0787022,1.514471,-0.09315635,358.552
17,f,-1,50.04445,0.07901144,1.515514,-0.08989359,358.2623
17,f,-1,50.26667,0.08434968,1.512453,-0.0862155,357.7536
17,f,-1,50.48889,0.07527148,1.512518,-0.0662033,356.6759
17,f,-1,50.71111,0.05028749,1.512121,-0.03412636,357.4446
17,f,-1,50.93333,0.02916667,1.515313,-0.0052633,358.2429
17,f,-1,51.15556,0.01722863,1.511983,0.02371326,358.9398
17,f,-1,51.37778,0.02627933,1.514271,0.07350977,0.1865337
17,f,-1,51.6,0.06751578,1.512471,0.1296346,1.12539
17,f,-1,51.82222,0.1028684,1.519435,0.1942511,0.3069064
17,f,-1,52.04445,0.1033672,1.519144,0.2857524,358.0471
17,f,-1,52.26667,0.07424563,1.52002,0.3955827,357.062
17,f,-1,52.48889,0.05991482,1.525571,0.5074111,356.121
17,f,-1,52.71111,0.07630657,1.516812,0.6139318,355.1085
