Participant ID,gender,Level,Time,PosX,PosY,PosZ,Facing Angle
1,1,-1,46.2,0,-0.09999999,0,0
1,1,-1,47,0,-0.09999999,0,0
1,1,-1,47.8,0,-0.09999999,0,0
1,1,-1,48.6,0,-0.09999999,0,0
1,1,-1,49.4,0,-0.09999999,0,0
1,1,-1,50.2,0,-0.09999999,0,0
1,1,-1,51,0,-0.09999999,0,0
1,1,-1,51.8,0,-0.09999999,0,0
1,1,-1,52.6,0,-0.09999999,0,0
1,1,-1,53.4,0,-0.09999999,0,0
1,1,-1,54.2,0,-0.09999999,0,0
1,1,-1,55,0,-0.09999999,0,0
1,1,-1,55.8,0,-0.04,0,0
1,1,-1,56.6,0,-0.04,0,0
1,1,-1,57.4,0,-0.04,0,0
1,1,-1,58.2,0,-0.04,0,0
1,1,-1,59,0,-0.04,0,0
1,1,-1,59.8,0,-0.04,0,0
1,1,-1,60.6,0,-0.04,0,0
1,1,-1,61.4,0,-0.04,0,0
1,1,-1,62.2,0,-0.04,0,0
1,1,-1,63,0,-0.04,0,0
1,1,-1,63.8,0,-0.04,0,0
1,1,-1,64.6,0,-0.04,0,0
1,1,-1,65.4,0,-0.04,0,0
1,1,-1,66.2,0,-0.04,0,0
1,1,-1,67,0,-0.04,0,0
1,1,-1,67.8,0,-0.04,0,0
1,1,-1,68.6,0,-0.04,0,0
1,1,-1,69.4,0,-0.04,0,0
1,1,-1,70.2,0,-0.04,0,0
1,1,-1,71,0,-0.04,0,0
1,1,-1,71.8,0,-0.04,0,0
1,1,-1,72.6,0,-0.04,0,0
1,1,-1,73.4,0,-0.09999999,0,0
1,1,-1,74.2,0,-0.12,0,0
1,1,-1,75,0,-0.14,0,0
1,1,-1,75.8,0,-0.14,0,0
1,1,-1,76.6,0,-0.14,0,0
1,1,-1,77.4,0,-0.14,0,0
1,1,-1,78.2,0,-0.14,0,0
1,1,-1,79,0,-0.14,0,0
1,1,-1,79.8,0,-0.14,0,0
1,1,-1,80.6,0,-0.14,0,0
1,1,-1,81.4,0,-0.14,0,0
1,1,-1,82.2,0,-0.14,0,0
1,1,-1,83,0,-0.14,0,0
1,1,-1,83.8,0,-0.14,0,0
1,1,-1,84.6,0,-0.14,0,0
1,1,-1,85.4,0,-0.14,0,0
1,1,-1,86.2,0,-0.14,0,0
1,1,-1,87,0,-0.14,0,0
1,1,-1,87.8,0,-0.14,0,0
1,1,-1,88.6,0,-0.14,0,0
1,1,-1,89.4,0,-0.14,0,0
1,1,-1,90.2,0,-0.14,0,0
1,1,-1,91,0,-0.14,0,0
1,1,-1,91.8,0,-0.14,0,0
1,1,-1,92.6,0,-0.14,0,0
1,1,-1,93.4,0,-0.14,0,0
1,1,-1,94.2,0,-0.14,0,0
1,1,-1,95,0,-0.14,0,0
1,1,-1,95.8,0,-0.14,0,0
1,1,-1,96.6,0,-0.14,0,0
1,1,-1,97.4,0,-0.14,0,0
1,1,-1,98.2,0,-0.14,0,0
1,1,0,114.06,0,-0.14,0,0
1,1,0,114.86,0,-0.14,0,0
1,1,0,115.66,0,-0.14,0,0
1,1,0,116.46,0,-0.14,0,0
1,1,0,117.26,0,-0.14,0,0
1,1,0,118.06,0,-0.14,0,0
1,1,0,118.86,0,-0.14,0,0
1,1,0,119.66,0,-0.14,0,0
1,1,0,120.46,0,-0.14,0,0
1,1,0,121.26,0,-0.14,0,0
1,1,0,122.06,0,-0.14,0,0
1,1,0,122.86,0,-0.14,0,0
1,1,0,123.66,0,-0.14,0,0
1,1,0,124.46,0,-0.14,0,0
1,1,0,125.26,0,-0.14,0,0
1,1,0,126.06,0,-0.14,0,0
1,1,0,126.86,0,-0.14,0,0
1,1,0,127.66,0,-0.14,0,0
1,1,0,128.46,0,-0.14,0,0
1,1,0,129.26,0,-0.14,0,0
1,1,0,130.06,0,-0.14,0,0
1,1,0,130.86,0,-0.14,0,0
1,1,0,131.66,0,-0.14,0,0
1,1,0,132.46,0,-0.14,0,0
1,1,0,133.26,0,-0.14,0,0
1,1,0,134.06,0,-0.14,0,0
1,1,0,134.86,0,-0.14,0,0
1,1,0,135.66,0,-0.14,0,0
1,1,0,136.46,0,-0.14,0,0
1,1,0,137.26,0,-0.14,0,0
1,1,0,138.06,0,-0.14,0,0
1,1,0,138.86,0,-0.14,0,0
1,1,0,139.66,0,-0.14,0,0
1,1,0,140.46,0,-0.14,0,0
1,1,0,141.26,0,-0.14,0,0
1,1,0,142.06,0,-0.14,0,0
1,1,0,142.86,0,-0.14,0,0
1,1,0,143.66,0,-0.14,0,0
1,1,0,144.46,0,-0.14,0,0
1,1,0,145.26,0,-0.14,0,0
1,1,0,146.06,0,-0.14,0,0
1,1,0,146.86,0,-0.14,0,0
1,1,0,147.66,0,-0.14,0,0
1,1,0,148.46,0,-0.14,0,0
1,1,0,149.26,0,-0.14,0,0
1,1,0,150.06,0,-0.14,0,0
1,1,0,150.86,0,-0.14,0,0
1,1,0,151.66,0,-0.14,0,0
1,1,0,152.46,0,-0.14,0,0
1,1,0,153.26,0,-0.14,0,0
1,1,0,154.06,0,-0.14,0,0
1,1,0,154.86,0,-0.14,0,0
1,1,0,155.66,0,-0.14,0,0
1,1,0,156.46,0,-0.14,0,0
1,1,0,157.26,0,-0.14,0,0
1,1,0,158.06,0,-0.14,0,0
1,1,0,158.86,0,-0.14,0,0
1,1,0,159.66,0,-0.14,0,0
1,1,0,160.46,0,-0.14,0,0
1,1,0,161.26,0,-0.14,0,0
1,1,0,162.06,0,-0.14,0,0
1,1,0,162.86,0,-0.14,0,0
1,1,0,163.66,0,-0.14,0,0
1,1,0,164.46,0,-0.14,0,0
1,1,0,165.26,0,-0.14,0,0
1,1,0,166.06,0,-0.14,0,0
1,1,0,166.86,0,-0.14,0,0
1,1,0,167.66,0,-0.14,0,0
1,1,0,168.46,0,-0.14,0,0
1,1,0,169.26,0,-0.14,0,0
1,1,0,170.06,0,-0.14,0,0
1,1,0,170.86,0,-0.14,0,0
1,1,0,171.66,0,-0.14,0,0
1,1,0,172.46,0,-0.14,0,0
1,1,0,173.26,0,-0.14,0,0
1,1,0,174.06,0,-0.14,0,0
1,1,0,174.86,0,-0.14,0,0
1,1,0,175.66,0,-0.14,0,0
1,1,0,176.46,0,-0.14,0,0
1,1,0,177.26,0,-0.14,0,0
1,1,0,178.06,0,-0.14,0,0
1,1,0,178.86,0,-0.14,0,0
1,1,0,179.66,0,-0.14,0,0
1,1,0,180.46,0,-0.14,0,0
1,1,0,181.26,0,-0.14,0,0
1,1,0,182.06,0,-0.14,0,0
1,1,0,182.86,0,-0.14,0,0
1,1,0,183.66,0,-0.14,0,0
1,1,0,184.46,0,-0.14,0,0
1,1,0,185.26,0,-0.14,0,0
1,1,0,186.06,0,-0.14,0,0
1,1,0,186.86,0,-0.14,0,0
1,1,0,187.66,0,-0.14,0,0
1,1,0,188.46,0,-0.14,0,0
1,1,0,189.26,0,-0.14,0,0
1,1,0,190.06,0,-0.14,0,0
1,1,0,190.86,0,-0.14,0,0
1,1,0,191.66,0,-0.14,0,0
1,1,0,192.46,0,-0.09999999,0,0
1,1,0,193.26,0,-0.02,0,0
1,1,0,194.06,0,0.04,0,0
1,1,0,194.86,0,0.04,0,0
1,1,0,195.66,0,0.04,0,0
1,1,0,196.46,0,0.04,0,0
1,1,0,197.26,0,0.04,0,0
1,1,0,198.06,0,0.04,0,0
1,1,0,198.86,0,0.04,0,0
1,1,0,199.66,0,0.04,0,0
1,1,0,200.46,0,0.04,0,0
1,1,0,201.26,0,0.04,0,0
1,1,0,202.06,0,0.04,0,0
1,1,0,202.86,0,0.04,0,0
1,1,0,203.66,0,0.04,0,0
1,1,0,204.46,0,0.04,0,0
1,1,0,205.26,0,0.04,0,0
1,1,0,206.06,0,0.04,0,0
1,1,0,206.86,0,0.04,0,0
1,1,0,207.66,0,0.04,0,0
1,1,0,208.46,0,0.04,0,0
1,1,0,209.26,0,0.04,0,0
1,1,0,210.06,0,0.04,0,0
1,1,0,210.86,0,0.04,0,0
1,1,0,211.66,0,0.04,0,0
1,1,0,212.46,0,0.04,0,0
1,1,0,213.26,0,0.04,0,0
1,1,0,214.06,0,0.04,0,0
1,1,0,214.86,0,0.04,0,0
1,1,0,215.66,0,0.04,0,0
1,1,0,216.46,0,0.04,0,0
1,1,0,217.26,0,0.04,0,0
1,1,0,218.06,0,0.04,0,0
1,1,0,218.86,0,0.04,0,0
1,1,0,219.66,0,0.04,0,0
1,1,0,220.46,0,0.04,0,0
1,1,0,221.26,0,0.04,0,0
1,1,0,222.06,0,0.04,0,0
1,1,0,222.86,0,0.04,0,0
1,1,0,223.66,0,0.04,0,0
1,1,0,224.46,0,0.04,0,0
1,1,0,225.26,0,0.04,0,0
1,1,0,226.06,0,0.04,0,0
1,1,0,226.86,0,0.04,0,0
1,1,0,227.66,0,0.04,0,0
1,1,0,228.46,0,0.04,0,0
1,1,0,229.26,0,0.04,0,0
1,1,0,230.06,0,0.04,0,0
1,1,0,230.86,0,0.04,0,0
