Participant ID,gender,Level,Time,PosX,PosY,PosZ,Facing Angle
12,F,-1,104.9778,0.01023421,1.43392,0.1077994,3.334702
12,F,-1,105.4222,0.003074989,1.434451,0.0948527,2.547225
12,F,-1,105.8667,-0.01041853,1.443299,0.07451463,359.8634
12,F,-1,106.3111,-0.03629941,1.449872,0.03779101,349.0107
12,F,-1,106.7556,-0.03649128,1.448339,0.003754717,337.3047
12,F,-1,107.2,-0.01159775,1.449059,0.01371828,346.7468
12,F,-1,107.6444,-0.0006098505,1.448946,0.01653797,357.4857
12,F,-1,108.0889,0.003554892,1.449645,0.01652143,8.133596
12,F,-1,108.5333,-0.001899591,1.449063,0.02071012,12.57137
12,F,-1,108.9778,-0.01554236,1.446064,0.02368015,1.572953
12,F,-1,109.4222,-0.01190204,1.444034,0.01612922,354.8721
12,F,-1,109.8667,-0.002883894,1.44304,0.01307699,357.5832
12,F,-1,110.3111,0.0006546425,1.4433,0.01627332,357.9081
12,F,-1,110.7556,0.01157822,1.444298,0.02968132,3.796486
12,F,-1,111.2,0.02902691,1.445181,0.0511654,14.91893
12,F,-1,111.6444,0.03517495,1.444439,0.09971648,5.181425
12,F,-1,112.0889,0.02718728,1.448128,0.1300094,335.9977
12,F,-1,112.5333,0.02291989,1.443097,0.1161115,323.5378
12,F,-1,112.9778,0.05991713,1.429473,0.1997526,341.5276
12,F,-1,113.4222,0.05266552,1.43031,0.3864328,349.9896
12,F,-1,113.8667,-0.02321226,1.437269,0.6155983,345.2504
12,F,-1,114.3111,-0.09083414,1.437757,0.8223884,335.9152
12,F,-1,114.7556,-0.2055578,1.434056,0.9512476,336.6863
12,F,-1,115.2,-0.3228928,1.45271,1.022996,346.3752
12,F,-1,115.6444,-0.3347524,1.451097,1.0564,344.5247
12,F,-1,116.0889,-0.3379736,1.449836,1.068972,344.8544
12,F,-1,116.5333,-0.3302995,1.452074,1.077861,356.4625
12,F,-1,116.9778,-0.2397246,1.449626,1.08244,17.62219
12,F,-1,117.4222,-0.06109266,1.442339,1.070886,26.72514
12,F,-1,117.8667,0.05816168,1.448363,1.133799,40.13989
12,F,-1,118.3111,0.1421569,1.450964,1.242428,50.72048
12,F,-1,118.7556,0.1786196,1.451098,1.260711,52.80436
12,F,-1,119.2,0.1924453,1.450059,1.237524,56.98389
12,F,-1,119.6444,0.2033562,1.448851,1.231258,58.56626
12,F,-1,120.0889,0.2140639,1.446899,1.228238,66.34074
12,F,-1,120.5333,0.2245149,1.446276,1.231757,67.96098
12,F,-1,120.9778,0.2179139,1.452827,1.247624,35.5358
12,F,-1,121.4222,0.242898,1.447555,1.183942,320.7189
12,F,-1,121.8667,0.2304739,1.443613,1.097014,267.2032
12,F,-1,122.3111,0.2225461,1.446499,1.121015,226.7952
12,F,-1,122.7556,0.2232515,1.456311,1.202379,204.52
12,F,-1,123.2,0.2757726,1.454841,1.231479,183.6795
12,F,-1,123.6444,0.2615308,1.45209,1.241695,187.8874
12,F,-1,124.0889,0.2566918,1.453643,1.239088,194.3111
12,F,-1,124.5333,0.2643791,1.455625,1.230361,194.48
12,F,-1,124.9778,0.2610385,1.455194,1.229928,195.107
12,F,-1,125.4222,0.2495861,1.454361,1.240801,204.7202
12,F,-1,125.8667,0.2466304,1.45341,1.237471,204.5845
12,F,-1,126.3111,0.2462835,1.450903,1.217215,201.7584
12,F,-1,126.7556,0.1591807,1.449965,1.156994,218.7851
12,F,-1,127.2,-0.1445247,1.437253,1.08151,234.4158
12,F,-1,127.6444,-0.4834169,1.411697,0.9148763,240.1767
12,F,-1,128.0889,-0.820335,1.430004,0.7222997,239.6686
12,F,-1,128.5333,-1.162973,1.445784,0.5807788,234.608
12,F,-1,128.9778,-1.394095,1.446414,0.4306133,231.4476
12,F,0,142.4667,-0.02788824,1.370194,-0.5889579,4.210918
12,F,0,142.9111,-0.02887514,1.431251,-0.6125907,1.817678
12,F,0,143.3556,-0.01860378,1.438539,-0.6279812,0.8217584
