Participant ID,gender,Level,Time,PosX,PosY,PosZ,Facing Angle
29,m,-1,90.77778,0.09205363,1.670255,-0.2817986,355.6532
29,m,-1,91,0.08941832,1.681746,-0.2733477,357.1657
29,m,-1,91.22222,0.08787848,1.717398,-0.2499323,358.8253
29,m,-1,91.44445,0.08793663,1.73118,-0.2304897,356.5912
29,m,-1,91.66667,0.09679802,1.7327,-0.2267007,352.4666
29,m,-1,91.88889,0.1102633,1.733905,-0.2297021,351.8678
29,m,-1,92.11111,0.1142247,1.727643,-0.2385495,357.5612
29,m,-1,92.33334,0.1158614,1.708089,-0.234577,1.610911
29,m,-1,92.55556,0.1122063,1.709159,-0.239473,2.103327
29,m,-1,92.77778,0.09179763,1.739513,-0.2799944,13.44527
29,m,-1,93,0.1066898,1.762316,-0.2761877,14.49111
29,m,-1,93.22222,0.1610727,1.777159,-0.2561519,356.5447
29,m,-1,93.44445,0.2197922,1.754763,-0.2554847,350.1379
29,m,-1,93.66667,0.2379823,1.70516,-0.2602897,5.568336
29,m,-1,93.88889,0.2131621,1.676087,-0.2370277,11.03064
29,m,-1,94.11111,0.192306,1.667171,-0.2349576,16.95139
29,m,-1,94.33334,0.1583468,1.683124,-0.2334799,15.11237
29,m,-1,94.55556,0.119268,1.685223,-0.2435427,12.92038
29,m,-1,94.77778,0.08451194,1.689039,-0.2419306,6.768591
29,m,-1,95,0.07731002,1.682298,-0.236242,3.465598
29,m,-1,95.22222,0.0802631,1.672261,-0.2218814,355.536
29,m,-1,95.44445,0.09671952,1.673104,-0.2349009,357.256
29,m,-1,95.66667,0.1059214,1.690989,-0.2529786,358.5679
29,m,-1,95.88889,0.1194414,1.673522,-0.2535129,0.6870372
29,m,-1,96.11111,0.135068,1.704554,-0.2720089,358.2561
29,m,-1,96.33334,0.1501502,1.766888,-0.3029534,357.3595
29,m,-1,96.55556,0.1688296,1.818818,-0.3384686,357.7166
29,m,-1,96.77778,0.1866086,1.839864,-0.3532704,1.831318
29,m,-1,97,0.1971859,1.844893,-0.360598,1.780589
29,m,-1,97.22222,0.2134905,1.858015,-0.3687964,358.3378
29,m,-1,97.44445,0.2243671,1.855147,-0.3602734,358.6594
29,m,-1,97.66667,0.2284527,1.840686,-0.3577488,358.0409
29,m,-1,97.88889,0.2235415,1.829982,-0.3583677,3.483926
29,m,-1,98.11111,0.2144298,1.822452,-0.3684835,5.838801
29,m,-1,98.33334,0.2247701,1.823979,-0.3751871,7.720084
29,m,-1,98.55556,0.236361,1.820369,-0.3746133,10.39521
29,m,-1,98.77778,0.2451791,1.814927,-0.3744859,12.62439
29,m,-1,99,0.2475132,1.812019,-0.3755955,12.57733
29,m,-1,99.22222,0.2481831,1.808685,-0.3774205,12.77834
29,m,-1,99.44445,0.2446467,1.806132,-0.3788299,12.39382
29,m,-1,99.66667,0.2417394,1.804955,-0.382444,12.7536
29,m,-1,99.88889,0.2418093,1.804021,-0.3832521,12.76258
29,m,-1,100.1111,0.2447609,1.800193,-0.3826883,13.56979
29,m,-1,100.3333,0.2467353,1.801639,-0.3824639,13.69631
29,m,-1,100.5556,0.2480282,1.803682,-0.3828756,14.05505
29,m,-1,100.7778,0.2490513,1.802728,-0.3808892,14.87234
29,m,-1,101,0.2484924,1.801782,-0.3796066,15.16872
29,m,-1,101.2222,0.2501938,1.799087,-0.3795025,15.21786
29,m,-1,101.4445,0.2513909,1.798684,-0.3787065,15.75087
29,m,-1,101.6667,0.2531868,1.798438,-0.3797132,15.88921
29,m,-1,101.8889,0.2543654,1.799826,-0.3815117,16.04047
29,m,-1,102.1111,0.2535444,1.798855,-0.3851915,15.54597
29,m,-1,102.3333,0.2520873,1.796299,-0.3913241,15.41575
29,m,-1,102.5556,0.2516036,1.791261,-0.3960406,15.43846
29,m,-1,102.7778,0.2540348,1.787624,-0.3987797,16.37728
29,m,-1,103,0.2527154,1.784693,-0.4001995,15.31131
29,m,-1,103.2222,0.2513282,1.783703,-0.4000134,15.42279
29,m,-1,103.4445,0.2483516,1.782728,-0.4000563,15.0146
29,m,-1,103.6667,0.2481493,1.782131,-0.3993365,14.96579
29,m,-1,103.8889,0.24869,1.782957,-0.3978824,15.05787
29,m,-1,104.1111,0.2491252,1.781725,-0.3956415,15.37736
29,m,-1,104.3333,0.2508963,1.781724,-0.3934515,15.4181
29,m,-1,104.5556,0.2523902,1.780151,-0.3911632,15.40981
29,m,-1,104.7778,0.254034,1.777375,-0.3895052,15.52266
29,m,-1,105,0.2574778,1.777928,-0.3901836,15.73347
29,m,-1,105.2222,0.2577243,1.776842,-0.3912091,15.0038
29,m,-1,105.4445,0.2583157,1.774892,-0.3896585,15.35938
